"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"Programme Manager job at SNV Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Programme-Manager-job-at-SNV-Rwanda-39191","Full-Time","Management","Posted: 1 Day Ago",2024-12-07,"Kigali","Programme Manager job at SNV Rwanda","SNV Rwanda","Active"
"Printing of Child Scorecards Under Gikuriro Kuri Bose Project jtender at Catholic Relief Services (CRS)","https://www.greatrwandajobs.com/jobs/job-detail/job-Printing-of-Child-Scorecards-Under-Gikuriro-Kuri-Bose-Project-jtender-at-Catholic-Relief-Services-CRS-39190","Full-Time","Tenders in Rwanda","Posted: 1 Day Ago",2024-11-21,"Kigali","Printing of Child Scorecards Under Gikuriro Kuri Bose Project jtender at Catholic Relief Services (CRS)","Catholic Relief Services (CRS)","Active"
"Finance & HR Officer job at Inshuti of Rwanda Incorporated","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-HR-Officer-job-at-Inshuti-of-Rwanda-Incorporated-39189","Full-Time","Human Resource","Posted: 1 Day Ago",2024-11-22,"Rubavu","Finance & HR Officer job at Inshuti of Rwanda Incorporated","Inshuti of Rwanda Incorporated","Active"
"Project & Community Coordinator job at Inshuti of Rwanda Incorporated","https://www.greatrwandajobs.com/jobs/job-detail/job-Project-Community-Coordinator-job-at-Inshuti-of-Rwanda-Incorporated-39188","Full-Time","Administrative","Posted: 1 Day Ago",2024-11-22,"Rubavu","Project & Community Coordinator job at Inshuti of Rwanda Incorporated","Inshuti of Rwanda Incorporated","Active"
"Construction Company to Construct Two Drying Sheds and Toilets for Nyabicwamba and Mushishito Marshland Farmers’ Cooperatives tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Construction-Company-to-Construct-Two-Drying-Sheds-and-Toilets-for-Nyabicwamba-and-Mushishito-Marshland-Farmers’-Cooperatives-tender-at-DUHAMIC-ADRI-39187","Full-Time","Tenders in Rwanda","Posted: 1 Day Ago",2024-11-14,"Kigali","Construction Company to Construct Two Drying Sheds and Toilets for Nyabicwamba and Mushishito Marshland Farmers’ Cooperatives tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Active"
"Assurance Audit Manager job at I&M Bank (Rwanda) Plc","https://www.greatrwandajobs.com/jobs/job-detail/job-Assurance-Audit-Manager-job-at-IM-Bank-Rwanda-Plc-39186","Full-Time","Management","Posted: 2 Days Ago",2024-11-21,"Kigali","Assurance Audit Manager job at I&M Bank (Rwanda) Plc","I&M Bank (Rwanda) Plc","Active"
"Head of Operations job at Rwanda Energy Group Limited","https://www.greatrwandajobs.com/jobs/job-detail/job-Head-of-Operations-job-at-Rwanda-Energy-Group-Limited-39185","Full-Time","Management","Posted: 2 Days Ago",2024-11-21,"Kigali","Head of Operations job at Rwanda Energy Group Limited","Rwanda Energy Group Limited","Active"
"Executive Director job at Wellspring Foundation for Education","https://www.greatrwandajobs.com/jobs/job-detail/job-Executive-Director-job-at-Wellspring-Foundation-for-Education-39184","Full-Time","Administrative","Posted: 2 Days Ago",2024-11-21,"Kigali","Executive Director job at Wellspring Foundation for Education","Wellspring Foundation for Education","Active"
"Supply Of LV & MV Underground Copper Cables and Accessories tender at The Energy Utility Corporation Limited (EUCL)","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-Of-LV-MV-Underground-Copper-Cables-and-Accessories-tender-at-The-Energy-Utility-Corporation-Limited-EUCL-39182","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-20,"Kigali","Supply Of LV & MV Underground Copper Cables and Accessories tender at The Energy Utility Corporation Limited (EUCL)","The Energy Utility Corporation Limited (EUCL)","Active"
"Supply Of Junction, terminal Kits, connectors, and cable lugs tender at The Energy Utility Corporation Limited (EUCL)","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-Of-Junction,-terminal-Kits,-connectors,-and-cable-lugs-tender-at-The-Energy-Utility-Corporation-Limited-EUCL-39183","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-20,"Kigali","Supply Of Junction, terminal Kits, connectors, and cable lugs tender at The Energy Utility Corporation Limited (EUCL)","The Energy Utility Corporation Limited (EUCL)","Active"
"Hiring a firm to provide transport services under annual framework tender at Rwanda Convention Bureau (rcb)","https://www.greatrwandajobs.com/jobs/job-detail/job-Hiring-a-firm-to-provide-transport-services-under-annual-framework-tender-at-Rwanda-Convention-Bureau-rcb-39181","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-20,"Kigali","Hiring a firm to provide transport services under annual framework tender at Rwanda Convention Bureau (rcb)","Rwanda Convention Bureau (rcb)","Active"
"Notice of Call for Tenders of 01/11/2024/kayenzi Health Center at Kayenzi Health Center","https://www.greatrwandajobs.com/jobs/job-detail/job-Notice-of-Call-for-Tenders-of-01112024kayenzi-Health-Center-at-Kayenzi-Health-Center-39180","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-20,"Kigali","Notice of Call for Tenders of 01/11/2024/kayenzi Health Center at Kayenzi Health Center","Kayenzi Health Center","Active"
"Tender Notice for the Installation and Construction of Two (2) Chili Dryers to Support Farmers tender at African Evangelistic Enterprise (AEE RWANDA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Tender-Notice-for-the-Installation-and-Construction-of-Two-2-Chili-Dryers-to-Support-Farmers-tender-at-African-Evangelistic-Enterprise-AEE-RWANDA-39179","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-20,"Kigali","Tender Notice for the Installation and Construction of Two (2) Chili Dryers to Support Farmers tender at African Evangelistic Enterprise (AEE RWANDA)","African Evangelistic Enterprise (AEE RWANDA)","Active"
"Office Space for Local Staff tender at Cultivating New Frontiers in Agriculture (CNFA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Office-Space-for-Local-Staff-tender-at-Cultivating-New-Frontiers-in-Agriculture-CNFA-39178","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-14,"Kigali","Office Space for Local Staff tender at Cultivating New Frontiers in Agriculture (CNFA)","Cultivating New Frontiers in Agriculture (CNFA)","Active"
"Support agri-food MSMEs to develop and implement social marketing and behavior change communication strategies tender at Cultivating New Frontiers in Agriculture (CNFA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Support-agri-food-MSMEs-to-develop-and-implement-social-marketing-and-behavior-change-communication-strategies-tender-at-Cultivating-New-Frontiers-in-Agriculture-CNFA-39177","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-14,"Kigali","Support agri-food MSMEs to develop and implement social marketing and behavior change communication strategies tender at Cultivating New Frontiers in Agriculture (CNFA)","Cultivating New Frontiers in Agriculture (CNFA)","Active"
"Transforming Carpentry Workshop and Existing Building Into Dormitory for Girls’ Student at Kayonza Location tender at SOS Children's Villages Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Transforming-Carpentry-Workshop-and-Existing-Building-Into-Dormitory-for-Girls’-Student-at-Kayonza-Location-tender-at-SOS-Children39;s-Villages-Rwanda-39176","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-12,"Kigali","Transforming Carpentry Workshop and Existing Building Into Dormitory for Girls’ Student at Kayonza Location tender at SOS Children's Villages Rwanda","Kayonza Location tender at SOS Children's Villages Rwanda","Active"
"Research Advisor job at VVOB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Research-Advisor-job-at-VVOB-Rwanda-39175","Full-Time","Data, Monitoring, and Research","Posted: 2 Days Ago",2024-11-19,"Kigali","Research Advisor job at VVOB Rwanda","VVOB Rwanda","Active"
"Hotel Services tender at IPA Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Hotel-Services-tender-at-IPA-Rwanda-39174","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-12,"Kigali","Hotel Services tender at IPA Rwanda","IPA Rwanda","Active"
"Provision of guidance and support to MFIs/SACCOs partners of Cordaid for the developed climate-related financial products under TREPA project tender at Cordaid","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-guidance-and-support-to-MFIsSACCOs-partners-of-Cordaid-for-the-developed-climate-related-financial-products-under-TREPA-project-tender-at-Cordaid-39173","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-13,"Kigali","Provision of guidance and support to MFIs/SACCOs partners of Cordaid for the developed climate-related financial products under TREPA project tender at Cordaid","Cordaid","Active"
"Supply of Starter Kits to the Farmer Service Center tender at Good Neighbors International","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Starter-Kits-to-the-Farmer-Service-Center-tender-at-Good-Neighbors-International-39172","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-13,"Kigali","Supply of Starter Kits to the Farmer Service Center tender at Good Neighbors International","Good Neighbors International","Active"
"Procurement of a Senior Consultant in Investment and Energy Financing to provide investment advisory services for the on-going Hydropower projects development tender at Ngali Energy Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Procurement-of-a-Senior-Consultant-in-Investment-and-Energy-Financing-to-provide-investment-advisory-services-for-the-on-going-Hydropower-projects-development-tender-at-Ngali-Energy-Ltd-39171","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-18,"Kigali","Procurement of a Senior Consultant in Investment and Energy Financing to provide investment advisory services for the on-going Hydropower projects development tender at Ngali Energy Ltd","Ngali Energy Ltd","Active"
"Local Deputy / TEI MAV + Project in Rwanda job at Expertise France","https://www.greatrwandajobs.com/jobs/job-detail/job-Local-Deputy-TEI-MAV-+-Project-in-Rwanda-job-at-Expertise-France-39170","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-15,"Kigali","Local Deputy / TEI MAV + Project in Rwanda job at Expertise France","Expertise France","Active"
"Supply of Irrigation Materials in Nyanza District tender at ActionAid Rwanda (AAR)","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Irrigation-Materials-in-Nyanza-District-tender-at-ActionAid-Rwanda-AAR-39169","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-18,"Kigali","Supply of Irrigation Materials in Nyanza District tender at ActionAid Rwanda (AAR)","ActionAid Rwanda (AAR)","Active"
"Supply of Energy Saving Stoves tender at African Evangelistic Enterprise (AEE RWANDA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Energy-Saving-Stoves-tender-at-African-Evangelistic-Enterprise-AEE-RWANDA-39168","Full-Time","Tenders in Rwanda","Posted: 2 Days Ago",2024-11-12,"Kigali","Supply of Energy Saving Stoves tender at African Evangelistic Enterprise (AEE RWANDA)","African Evangelistic Enterprise (AEE RWANDA)","Active"
"Proposal for Group Medical Insurance for Staff tender at Jhpiego","https://www.greatrwandajobs.com/jobs/job-detail/job-Proposal-for-Group-Medical-Insurance-for-Staff-tender-at-Jhpiego-39167","Full-Time","Tenders in Rwanda","Posted: 3 Days Ago",2024-11-20,"Kigali","Proposal for Group Medical Insurance for Staff tender at Jhpiego","Jhpiego","Active"
"Register for a Professional Training on Data Analysis Using R-Programming jtender at Data+ Consultant Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Register-for-a-Professional-Training-on-Data-Analysis-Using-R-Programming-jtender-at-Data+-Consultant-Ltd-39166","Full-Time","Tenders in Rwanda","Posted: 3 Days Ago",2024-12-28,"Kigali","Register for a Professional Training on Data Analysis Using R-Programming jtender at Data+ Consultant Ltd","Data+ Consultant Ltd","Active"
"Procurement Intern job at One Acre Fund","https://www.greatrwandajobs.com/jobs/job-detail/job-Procurement-Intern-job-at-One-Acre-Fund-39165","Full-Time","Internships/ Trainee","Posted: 3 Days Ago",2024-12-08,"Kigali","Procurement Intern job at One Acre Fund","One Acre Fund","Active"
"Junior Service Desk Technician - Intern job at One Acre Fund","https://www.greatrwandajobs.com/jobs/job-detail/job-Junior-Service-Desk-Technician-Intern-job-at-One-Acre-Fund-39164","Full-Time","Technician","Posted: 3 Days Ago",2024-12-12,"Kigali","Junior Service Desk Technician - Intern job at One Acre Fund","One Acre Fund","Active"
"Supply of Laptops and Honda Motorcycles for Caritas Rwanda/kora Wigire Project tender at Caritas Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Laptops-and-Honda-Motorcycles-for-Caritas-Rwandakora-Wigire-Project-tender-at-Caritas-Rwanda-39163","Full-Time","Accounting/ Finance","Posted: 3 Days Ago",2024-11-20,"Kigali","Supply of Laptops and Honda Motorcycles for Caritas Rwanda/kora Wigire Project tender at Caritas Rwanda","Caritas Rwanda","Active"
"Associate Scientist I or II job at AKADEMIYA2063","https://www.greatrwandajobs.com/jobs/job-detail/job-Associate-Scientist-I-or-II-job-at-AKADEMIYA2063-39162","Full-Time","Administrative","Posted: 3 Days Ago",2024-11-15,"Kigali","Associate Scientist I or II job at AKADEMIYA2063","AKADEMIYA2063","Active"
"Warehouse Officer- PMI Evolve Rwanda job at Abt","https://www.greatrwandajobs.com/jobs/job-detail/job-Warehouse-Officer-PMI-Evolve-Rwanda-job-at-Abt-39159","Full-Time","Logistics/ Transportation/ Procurements","Posted: 3 Days Ago",2024-11-19,"Kigali","Warehouse Officer- PMI Evolve Rwanda job at Abt","Abt","Active"
